abdominal	abdominalt
vaskbar	vaskbart
vaskeekte	vaskeekte
vaskekte	vaskekte
vassaktig	vassaktig
vassblå	vassblått
vassbåren	vassbåret
vassen	vassent
vassfast	vassfast
vassfri	vassfritt
vassjuk	vassjukt
vasskjølt	vasskjølt
vassklar	vassklart
vasslaus	vasslaust
vasslendt	vasslendt
vassmetta	vassmetta
vassrett	vassrett
vassrik	vassrikt
vasstett	vasstett
vassyk	vassykt
vatikansk	vatikansk
vedbørlig	vedbørlig
vedfyrt	vedfyrt
vedhengt	vedhengt
vedisk	vedisk
vegansk	vegansk
vegetabil	vegetabilt
vegetativ	vegetativt
veggfast	veggfast
veglaus	veglaust
vegløs	vegløst
vegvill	vegvilt
veibar	veibart
veielig	veielig
veik	veikt
veikhelsa	veikhelsa
veilaus	veilaust
veiløs	veiløst
vekhelset	vekhelset
vekselvis	vekselvis
vektig	vektig
vektlaus	vektlaust
vektløs	vektløst
velar	velart
velberga	velberga
velberget	velberget
velberådd	velberådd
velbevart	velbevart
velbrukt	velbrukt
velbygd	velbygd
velbygget	velbygget
velbåren	velbårent
veldedig	veldedig
veldekka	veldekka
veldekket	veldekket
veldekt	veldekt
veldig	veldig
veldreia	veldreia
veldreid	veldreid
veldreiet	veldreiet
veldressa	veldressa
veldrevet	veldrevet
velegna	velegna
velegnet	velegnet
velforma	velforma
velformet	velformet
velfylt	velfylt
velfødd	velfødd
velgjeten	velgjetent
velgjort	velgjort
velhengt	velhengt
velholden	velholdent
velholdt	velholdt
velkjent	velkjent
velkledd	velkledd
velkommen	velkomment
vellaga	vellaga
vellagd	vellagd
vellaget	vellaget
vellagra	vellagra
vellagret	vellagret
vellykka	vellykka
vellykket	vellykket
vellykt	vellykt
velmeint	velmeint
velment	velment
velmålt	velmålt
velnæret	velnæret
velnært	velnært
velnøgd	velnøgd
velnøyd	velnøyd
velordna	velordna
velordnet	velordnet
velpleia	velpleia
velpleid	velpleid
velpleiet	velpleiet
velpolert	velpolert
velprøvd	velprøvd
velpussa	velpussa
velpusset	velpusset
velretta	velretta
velrettet	velrettet
velsett	velsett
velsk	velsk
velskapt	velskapt
velskodd	velskodd
velsmurt	velsmurt
velspekka	velspekka
velspilt	velspilt
velstelt	velstelt
velstilt	velstilt
velstyrt	velstyrt
velten	veltent
veltjent	veltjent
veltrena	veltrena
veltrenet	veltrenet
veltrent	veltrent
veltrimma	veltrimma
velutbygd	velutbygd
velvalgt	velvalgt
velvillig	velvillig
velvoksen	velvoksent
velykka	velykka
velykket	velykket
veløvd	veløvd
veløvet	veløvet
vemmelig	vemmelig
vemodig	vemodig
vendbar	vendbart
vendisk	vendisk
venerabel	venerabelt
venerisk	venerisk
vennelaus	vennelaust
venneløs	venneløst
vennesæl	vennesælt
vennlig	vennlig
venstre	venstre
ventelig	ventelig
ventral	ventralt
venøs	venøst
verbal	verbalt
verd	verd
verdfull	verdfullt
verdifast	verdifast
verdifull	verdifullt
verdig	verdig
verdilada	verdilada
verdiladd	verdiladd
verdilaus	verdilaust
verdiløs	verdiløst
verdlaus	verdlaust
verdslig	verdslig
verdt	verdt
vergefør	vergeført
vergelaus	vergelaust
vergeløs	vergeløst
veritabel	veritabelt
vernefør	verneført
verpesjuk	verpesjukt
verpesyk	verpesykt
versatil	versatilt
verst	verst
vertikal	vertikalt
vesal	vesalt
vesentlig	vesentlig
vesikuløs	vesikuløst
vesle	vesle
vestalsk	vestalsk
vestlig	vestlig
vestnorsk	vestnorsk
vestre	vestre
vestrøn	vestrønt
vesttysk	vesttysk
vestvendt	vestvendt
veterinær	veterinært
vettig	vettig
vettlaus	vettlaust
vettløs	vettløst
vettug	vettug
vidbremma	vidbremma
vidfaren	vidfarent
vidgjeten	vidgjetent
vidkjent	vidkjent
vidløftig	vidløftig
vidspurt	vidspurt
vidstrakt	vidstrakt
vidsynt	vidsynt
vidåpen	vidåpent
vigil	vigilt
vigorøs	vigorøst
viksk	viksk
viktig	viktig
vikværsk	vikværsk
vildren	vildrent
viljefast	viljefast
viljelaus	viljelaust
viljeløs	viljeløst
viljesvak	viljesvakt
vilkårlig	vilkårlig
vill	vilt
villfanga	villfanga
villfaren	villfarent
villig	villig
villrådig	villrådig
villsom	villsomt
vilsken	vilskent
vilter	viltert
vimen	viment
vimet	vimet
vimete	vimete
vimset	vimset
vimsete	vimsete
vind	vindt
vindfelt	vindfelt
vindfull	vindfullt
vindhard	vindhardt
vindrett	vindrett
vindskjev	vindskjevt
vindtett	vindtett
vindtørr	vindtørt
vindusløs	vindusløst
vinga	vinga
vingelaus	vingelaust
vingeløs	vingeløst
vinget	vinget
vinglet	vinglet
vinglete	vinglete
vinnende	vinnende
vinnesjuk	vinnesjukt
vinnesyk	vinnesykt
vinrød	vinrødt
vinterlig	vinterlig
vinøs	vinøst
viral	viralt
viril	virilt
virkelig	virkelig
virksom	virksomt
virtuell	virtuelt
virtuos	virtuost
virulent	virulent
virvelløs	virvelløst
visibel	visibelt
visjonær	visjonært
viskos	viskost
viskøs	viskøst
viss	visst
vissen	vissent
visuell	visuelt
vital	vitalt
vitnefast	vitnefast
vitnefør	vitneført
vitterlig	vitterlig
vittig	vittig
vivipar	vivipart
vokal	vokalt
vokalisk	vokalisk
voksen	voksent
volatil	volatilt
voltaisk	voltaisk
voltansk	voltansk
voluminøs	voluminøst
vomitiv	vomitivt
vonbroten	vonbrotent
vond	vondt
vondlynt	vondlynt
vonfull	vonfullt
vonlaus	vonlaust
vonløs	vonløst
vordende	vordende
vortet	vortet
vortete	vortete
vovet	vovet
vrang	vrangt
vranten	vrantent
vred	vredt
vribar	vribart
vrien	vrient
vringlet	vringlet
vringlete	vringlete
vrinsk	vrinsk
vrøvlet	vrøvlet
vrøvlete	vrøvlete
vulgær	vulgært
vulkansk	vulkansk
vunnen	vunnet
vunnet	vunnet
vyrk	vyrkt
vådelig	vådelig
vågal	vågalt
vågelig	vågelig
vågsom	vågsomt
våken	våkent
våpenfør	våpenført
våpenlaus	våpenlaust
våpenløs	våpenløst
våpenvant	våpenvant
vårbær	vårbært
vårgrønn	vårgrønt
vårkledd	vårkledd
vårlig	vårlig
vårslapp	vårslapt
våryr	våryrt
våset	våset
våsete	våsete
værbarka	værbarka
værbarket	værbarket
værbitt	værbitt
værfast	værfast
værhard	værhardt
værsjuk	værsjukt
værsyk	værsykt
væskefylt	væskefylt
vørdsam	vørdsamt
vørdslaus	vørdslaust
vørdsløs	vørdsløst
vørsam	vørsamt
vørslaus	vørslaust
vørsløs	vørsløst
wagnersk	wagnersk
walisisk	walisisk
wattløs	wattløst
wattsk	wattsk
welfisk	welfisk
westfalsk	westfalsk
wiensk	wiensk
xenofil	xenofilt
xenofob	xenofobt
xeromorf	xeromorft
ydmyk	ydmykt
ymis	ymist
ymse	ymse
yndefull	yndefullt
yndeløs	yndeløst
yndig	yndig
yngre	yngre
yngst	yngst
ynkelig	ynkelig
ynkverdig	ynkverdig
yppal	yppalt
ypperlig	ypperlig
ypperst	ypperst
yppig	yppig
yren	yrent
yret	yret
yrete	yrete
ytterst	ytterst
zairisk	zairisk
zairsk	zairsk
zambisk	zambisk
zodiakal	zodiakalt
zoologisk	zoologisk
zulusk	zulusk
zygotisk	zygotisk
åbryen	åbryent
ålandsk	ålandsk
åleglatt	åleglatt
åleslank	åleslankt
ålesundsk	ålesundsk
åletrang	åletrangt
ålreit	ålreit
åndelaus	åndelaust
åndelig	åndelig
åndeløs	åndeløst
åndfull	åndfullt
åndlaus	åndlaust
åndløs	åndløst
åndrik	åndrikt
åndsfrisk	åndsfriskt
åndssløv	åndssløvt
åndssvak	åndssvakt
åndsveik	åndsveikt
åpen	åpent
åpenbar	åpenbart
åpenlys	åpenlys
åpenmunna	åpenmunna
årelang	årelangt
året	året
årete	årete
årevinget	årevinget
årle	årle
årlig	årlig
årsbest	årsbest
årsgammal	årsgammalt
årsgammel	årsgammelt
årvak	årvakt
årviss	årvisst
årvåken	årvåkent
åset	åset
åsete	åsete
åslendt	åslendt
åttedels	åttedels
åttekanta	åttekanta
åttesida	åttesida
åttesidet	åttesidet
åtteårig	åtteårig
åtteårs	åtteårs
åttiandre	åttiandre
åttifemte	åttifemte
åttiårig	åttiårig
åttiårs	åttiårs
ærbar	ærbart
ærbødig	ærbødig
ærefull	ærefullt
ærekjær	ærekjært
ærelaus	ærelaust
æreløs	æreløst
ærerik	ærerikt
ærerørig	ærerørig
æresjuk	æresjukt
æresyk	æresykt
ærgjerrig	ærgjerrig
ærlig	ærlig
ærverdig	ærverdig
ættebåren	ættebårent
ævelig	ævelig
ødematisk	ødematisk
ødipal	ødipalt
ødsel	ødselt
ødslig	ødslig
økologisk	økologisk
økonomisk	økonomisk
økumen	økument
økumenisk	økumenisk
ølandsk	ølandsk
ølet	ølet
ølete	ølete
ølrik	ølrikt
ømfintlig	ømfintlig
ømhjerta	ømhjerta
ømhjertet	ømhjertet
ømskinna	ømskinna
ømskinnet	ømskinnet
ømtålig	ømtålig
ønologisk	ønologisk
ønskelig	ønskelig
øreformet	øreformet
ørelaus	ørelaust
øreløs	øreløst
øren	ørent
ørkesløs	ørkesløst
ørliten	ørlite
ørnaktig	ørnaktig
ørneaktig	ørneaktig
ørsk	ørskt
ørsken	ørskent
ørsmå	ørsmått
øsende	øsende
østfoldsk	østfoldsk
østgotisk	østgotisk
østgående	østgående
østlandsk	østlandsk
østlig	østlig
østnorsk	østnorsk
østre	østre
østrogen	østrogent
østtysk	østtysk
østvendt	østvendt
øverst	øverst
øvet	øvet
øvrig	øvrig
øyde	øyde
